,Formula,SGnumber,Magmom,Magnetic
1520,Fe3GeTe2,187,6.317,True
1521,Hf2Si2Te2,129,0.000,False
1522,In4Br4Te4,14,0.000,False
1523,Sc2Cl2H2,164,0.000,False
1524,Li2V4O10,59,1.996,True
1525,Nb2Br4S4,12,0.000,False
1526,Nb2Pd2Te10,51,0.000,False
1527,Pd2N4O12,14,0.000,False
1528,Pt4Tl2Se6,164,0.000,False
1529,Ta3I7Se,156,0.000,False
1530,W2Cl4O4,26,0.000,False
1531,Zr2Br2N2,164,0.000,False
1532,As4H2O12P2,4,0.000,False
1533,Cd2H4O8Se2,31,0.000,False
1534,Cu2As4Cl2S3,6,0.000,False
1535,Ga2H2O8Se2,11,0.000,False
1536,Li2H4N2O6,7,0.000,False
1537,V3B2H2S2,187,0.000,False
1538,Hf3C2F2,187,0.000,False
1539,Nb3C2O2,187,0.000,False
1540,Cr4C3H2O2,164,1.991,True
1541,Mo4H2N3O2,164,0.000,False
1542,Ta3N2,187,0.000,False
1543,Y4F2N3,164,0.000,False
1544,Hf4N3O2,164,0.000,False
1545,Nb4C3,164,0.000,False
1546,Ti4N3,164,0.000,False
1547,Au2Te2,10,0.000,False
1548,Bi2O2,187,0.000,False
1549,Cs2Cl2,129,0.000,False
1550,K2Cl2,129,0.000,False
1551,PbTe,156,0.000,False
1552,Co2Te2,164,0.000,False
1553,Cu2I2,164,0.000,False
1554,SnTe,156,0.000,False
1555,Ga2Te2,164,0.000,False
1556,Ni2Se2,187,0.000,False
1557,Pt2O2,10,0.000,False
1558,SnO,156,0.000,False
1559,CaBr2,187,0.000,False
1560,CoBr2,164,3.000,True
1561,CrO2,164,2.000,True
1562,GeO2,164,0.000,False
1563,HfTe2,115,0.000,False
1564,Ir4Te8,2,0.000,False
1565,Pd2S4,14,0.000,False
1566,Mo2Te4,11,0.000,False
1567,Se2Si,164,0.000,False
1568,SnS2,115,0.000,False
1569,SrCl2,187,0.000,False
1570,NiSe2,164,0.000,False
1571,PbI2,187,0.000,False
1572,PtS2,164,0.000,False
1573,Re4O8,2,0.000,False
1574,Re4Te8,2,0.000,False
1575,WTe2,187,0.000,False
1576,BiTiSb,156,0.000,False
1577,TaO2,115,1.000,True
1578,TiTe2,164,0.000,False
1579,ZrCl2,187,0.000,False
1580,ZrSb2,164,0.000,False
1581,Nb2BSe2,164,0.000,False
1582,Zr2BSe2,164,0.000,False
1583,Hf2CO2,164,0.000,False
1584,Ti2CS2,164,0.000,False
1585,MoH2O2,164,0.000,False
1586,Zr2NS2,164,0.000,False
1587,Y2CH2O2,164,0.000,False
1588,Hf2H2NO2,164,0.000,False
1589,Au2MoO4,8,0.000,False
1590,InPt5I2,123,0.000,False
1591,Au2Br6,162,3.717,True
1592,Ga2Cl6,162,0.000,False
1593,W2Br6,189,0.000,False
1594,Zr2Cl6,189,1.980,True
1595,Al2Br2S2,59,0.000,False
1596,BiNbAs,156,0.000,False
1597,AsBrSe,156,0.000,False
1598,Ru2Br2S2,59,0.000,False
1599,BrSbTe,156,0.000,False
1600,Co2Cl2Se2,59,0.000,False
1601,Sc2Cl2O2,59,0.000,False
1602,Zr4Cl4S4,31,3.143,True
1603,Co2I2O2,59,0.000,False
1604,CrSeTe,156,0.000,False
1605,Fe2Mg2Si2,129,0.000,False
1606,Na2H2S2,129,0.000,False
1607,Rh2I2S2,59,0.000,False
1608,ISbSe,156,0.000,False
1609,Li2Ni2Sb2,129,0.000,False
1610,NbSSe,156,0.000,False
1611,TiSeTe,156,0.000,False
1612,Co2H2O4,11,0.000,False
1613,Ni2P2S6,162,3.910,True
1614,Zr2P2Se6,2,0.000,False
1615,Mo2W2Se8,25,0.000,False
1616,FeZrI6,149,0.000,False
4003,Mn2F7,13,13.999,True
1783,CrBr2,14,8.002,True
4899,Mg2As,59,1.811,True
1743,Mn2Cl7,13,13.998,True
1437,VBr3,162,4.009,True
3007,MnHO2,8,4.0,True
1904,VI3,162,4.001,True
3008,NbS2,187,0.518,True
4605,Ca2FeClO3,129,10.016,True
1058,MoI2,166,3.996,True
4544,SbP2O7,2,2.002,True
4668,LiMnF3,162,9.997,True
5500,CuSiO3,51,2.006,True
4656,MgCr2O5,59,8.003,True
4019,CaP(H2O3)2,2,2.017,True
2377,CeSe,129,1.871,True
4522,CoTeMoO6,18,6.008,True
5976,Fe3GeTe2,187,6.423,True
2817,MoI5,13,1.997,True
3589,TbCl,164,1.56,True
5137,FeCl3,162,9.999,True
3455,KFe2Se3,51,1.097,True
4631,MgMn4O9,85,23.999,True
4796,Li2MnP2O7,113,9.997,True
3511,LiV2O5,59,2.005,True
4332,CrPO5,2,3.999,True
5148,TaFeTe3,11,3.832,True
5372,Ga2CuCl8,14,2.001,True
3295,Cu2BrO3,11,1.999,True
4409,Co(IO3)2,1,3.001,True
2031,Ba2Bi,25,0.684,True
1097,PdN2,164,1.114,True
4385,U2Te5,47,9.056,True
5473,Mn(NbS2)2,164,2.408,True
1149,W3O8,12,2.0,True
4439,Ti(FeSe2)2,2,1.586,True
2639,TlBi,127,1.998,True
3242,HoFeGe2,129,2.109,True
398,Tb5Cl8,10,0.501,True
5524,FeTe,129,4.561,True
2073,NbI4,1,2.01,True
1757,Mn2Br5,13,18.004,True
469,MoI2,164,2.003,True
1652,RuCl4,14,3.999,True
1522,VCl4,14,4.012,True
4174,Mn2F5,13,18.0,True
3731,VClO,59,4.003,True
4476,RuCl3,162,2.0,True
4585,MnNb2Zn2O8,13,10.007,True
3528,KMnP,129,2.857,True
410,C3Cl8,1,2.005,True
2976,Ca2Bi,59,1.573,True
1221,CaC2,164,2.409,True
5278,Sr2FeClO3,129,10.024,True
3185,YbCl3,59,1.784,True
5736,VSb(PO4)2,11,4.005,True
2021,AlS,156,0.997,True
2562,CdSe,156,1.239,True
4891,Ni(HO)2,156,2.0,True
3549,Fe(SbS2)2,26,6.379,True
982,AuCl2,14,1.732,True
6285,ZnP,187,0.782,True
4534,FeTeBr7,1,9.999,True
4339,FeS2,54,11.832,True
6318,Sr2Ce,187,2.171,True
6125,YbBr3,12,2.0,True
5658,FeSeCl7,1,10.001,True
5396,Ta2I5,8,1.013,True
1142,CeC2,123,1.186,True
2374,TaO2,191,0.924,True
4038,FePS3,162,8.004,True
5078,Li2VF6,59,2.015,True
5576,LiNiPO4,11,4.0,True
4148,LiFeP2O7,2,9.998,True
3065,CrTe4Au,10,2.576,True
4066,Sr2Cu2NiO7,26,5.133,True
2256,Nb2Br5,8,0.942,True
3287,CaBO3,11,2.031,True
6001,BaU,156,3.144,True
3795,FeMoClO4,129,10.008,True
3005,CoO2,47,2.954,True
1412,V2Se3,11,0.727,True
2294,ZrO2,191,1.343,True
3889,FeClO,59,10.0,True
2246,NiF2,11,4.001,True
4357,Co(ReO4)2,164,2.998,True
3655,MnTeMoO6,18,10.004,True
6161,NpS3,51,7.21,True
2977,Ba2P,59,0.889,True
5676,V3Co3(TeO8)2,1,10.004,True
5064,VBr2,164,3.003,True
5246,CuHClO,14,4.0,True
5835,LiCuPO4,113,2.02,True
518,PdCl2,164,1.999,True
5707,YCrF5,47,4.003,True
5264,MnCo3O8,164,12.0,True
1235,EuPb2,164,7.706,True
5609,Ta2VZn2O8,13,6.01,True
4945,CrOF,59,6.001,True
5483,Na2UI6,147,1.997,True
1322,Re3I8,1,5.004,True
2934,Ca2Sb,59,1.639,True
3193,KSnN3,147,12.002,True
5740,V3(HO2)4,8,2.999,True
4373,Co(HO)2,156,3.0,True
733,NpCl3,187,4.002,True
5643,Cr3O8,12,2.0,True
811,TiF3,162,2.002,True
3055,NpSe3,11,6.059,True
4519,GdZnPO,164,14.004,True
5903,YBi3F15,11,2.054,True
5848,Li2Mo(PO4)2,147,1.073,True
5108,LiV2OF5,8,3.998,True
5154,MoO2,12,8.001,True
1328,PuCl3,187,5.0,True
6106,CdAs,187,0.956,True
4249,Li2Mn(PO4)2,2,3.0,True
3525,RbMnAs,129,7.539,True
4415,LiCu3F10,7,1.188,True
5153,Mn3VO8,164,10.001,True
2781,VSe2,191,2.408,True
5689,LiVF4,2,8.001,True
763,RhS2,164,0.728,True
2659,TaI4,7,2.008,True
2935,Sr2Sb,59,1.451,True
3128,CrSe2,164,2.144,True
5797,AgRuF7,14,11.796,True
4948,CrSe,129,0.652,True
5775,ZnFeF5,13,10.0,True
1503,V2Te3,11,1.789,True
977,YF,164,1.537,True
883,U2Se5,10,8.941,True
1372,V3Br8,164,7.001,True
5392,LiFe2OF5,8,10.027,True
5242,Mn3CuO8,164,8.002,True
1178,IrCl2,164,1.0,True
1978,TaBr4,14,3.995,True
1833,MnS,129,2.568,True
5196,HoCoSn2,59,2.203,True
841,Tb5F8,10,1.892,True
3207,MgTi,156,1.374,True
4613,Ti(BiO3)2,99,2.0,True
688,MoCl2,12,4.0,True
1516,Tc2F7,13,10.004,True
3035,Co(ClO3)2,12,2.997,True
5113,Rb3Mn2Cl7,123,10.023,True
1517,VS,129,0.638,True
5852,CeTe3,129,0.714,True
3884,VO2,191,2.0,True
4165,AgO2F,11,2.583,True
282,WI2,164,2.003,True
5407,TlMo2Cl7O2,2,4.0,True
3248,Ni,164,2.634,True
5597,ZnCr2O5,59,8.023,True
4484,VCl2O,51,2.002,True
4505,FeO3,12,7.764,True
4821,YMnF5,47,4.999,True
5582,FeBr2,164,3.999,True
78,NCl4,1,2.0,True
1706,TaCl3,162,2.0,True
5239,Li(CoO2)2,156,8.774,True
1257,FeBr4,14,8.003,True
2631,CrSn3,191,3.942,True
5493,Al2FeS4,164,4.01,True
5828,Li2Fe3F8,164,12.004,True
4280,Ni(ClO4)2,147,2.002,True
6303,EuTe,123,21.043,True
4860,LiNiPO4,51,3.999,True
6038,KN3,10,1.995,True
5147,Ba(MoO2)4,162,10.002,True
3454,Mn(HO)2,164,5.014,True
3807,VOF2,25,1.0,True
5222,Sr2FeBrO3,129,10.041,True
4006,CrAgSe2,156,2.275,True
3136,ZrCl3,12,2.003,True
1253,ScF2,187,1.006,True
3851,YFeF5,47,4.0,True
4593,YWF5,47,3.999,True
4336,Ga2NiS4,164,2.009,True
3184,Mn(AlS2)2,156,4.548,True
1636,CrCl2,12,4.0,True
5902,Li2NbP4O13,2,2.008,True
1219,Sr5Y,1,1.002,True
782,ScCl2,187,1.003,True
5808,MgN8,83,6.008,True
1780,Cr3Se4,164,9.946,True
3416,Cr3N2,5,9.433,True
2692,CrC3,187,2.044,True
5853,V3CrO10,115,1.0,True
5800,Al2CuCl8,14,2.01,True
1637,VF4,123,1.002,True
1842,Mn3Br8,12,12.998,True
3476,TbBr,164,1.504,True
5899,Mn3(SeO3)4,2,26.03,True
3325,SrFe2S2O,59,16.0,True
6197,Cr3As2,12,1.149,True
145,UBr3,59,6.001,True
1712,VF2,164,3.002,True
5794,V3Se2ClO8,2,11.99,True
1298,O5F2,4,4.009,True
1077,Ba2P,164,0.79,True
5712,VZnF5,2,1.997,True
101,PBr4,2,2.001,True
152,NpF3,59,8.008,True
1220,WBr4,1,4.003,True
3243,FeBiO3,99,4.804,True
3492,NaMnAs,129,2.995,True
2554,NbBr4,53,1.98,True
5143,Ba2Cr3O7,25,8.031,True
5139,LuFeGe2,129,1.771,True
40,MoBr2,12,4.001,True
3085,HgNCl,51,4.001,True
5133,MoF5,51,2.002,True
4151,BaTl(CoO3)2,6,14.201,True
1114,Tc2Cl7,13,9.999,True
5843,HfFeCl6,149,3.999,True
2110,I3N,187,0.702,True
1551,Tc2F7,4,20.025,True
1209,CrI4,2,4.333,True
3472,Ta2AgF12,2,0.99,True
4564,SrBr3,191,0.802,True
5036,Zn2Cu(AsO4)2,2,0.948,True
5489,UTe5,11,4.0,True
5611,Li2VP4O13,2,2.001,True
2880,VI5,47,0.569,True
3089,Mn(InSe2)2,156,4.739,True
1130,ScF,164,1.467,True
4975,MnH2SO4,7,10.001,True
2535,CdSe,156,1.141,True
1585,Re2F5,13,14.004,True
2468,CdS,156,1.076,True
5448,LiVF4,2,4.0,True
5432,MgV4O9,85,7.999,True
3739,CuBr2,12,0.737,True
2559,CdS,156,1.632,True
210,PuCl3,59,10.0,True
4829,Ba2Co3O7,47,9.641,True
5454,SnCCl3,156,1.011,True
642,FeCl4,14,7.999,True
1050,Re2Br5,13,1.909,True
2797,HoN2,21,2.955,True
5268,EuBrO,129,12.001,True
757,TaBr3,162,2.006,True
1659,VI4,14,4.001,True
3312,NaN3,10,1.998,True
2650,Mo4O9,1,11.999,True
5862,VBiO5,14,2.435,True
4659,Sr2Cu2BiO7,26,1.039,True
4216,Li2Fe(PO4)2,147,3.369,True
4749,LiMnF5,4,5.999,True
5834,ZnCu(GeO3)2,13,2.0,True
427,Br4N,1,1.72,True
5357,LiNi(PS3)2,149,0.999,True
2369,OsO2,164,1.427,True
5724,Te2OsCl12,2,2.001,True
4438,W3O8,10,2.004,True
5831,Zn(Mo3O8)2,156,6.004,True
5802,CaGe2WO6,14,8.018,True
935,NbBr3,162,2.009,True
4408,Mn2CrO6,12,8.0,True
295,BN5,26,3.945,True
2840,BiBr5,51,3.983,True
4707,Ba2Co3O8,123,10.562,True
2549,Mo3O8,2,2.001,True
5255,NaV2O5,11,2.0,True
6019,KC2,129,2.001,True
1429,Cr3S4,164,8.944,True
4929,LiVF4,10,1.998,True
3557,Na4Br2O,123,0.537,True
570,WBr3,162,6.003,True
2515,Nb2F5,1,1.01,True
5195,Nb3Cl8,156,1.015,True
5170,UTe3,59,4.009,True
1811,Mn2Br7,13,14.0,True
400,In2Fe,123,2.534,True
41,Ba2As,164,0.751,True
454,TcF2,164,0.706,True
486,NbSe2,12,1.17,True
4669,Cu3OF5,4,3.076,True
4885,Sr2CrSO3,59,3.99,True
3423,Np(OF)2,191,0.998,True
4807,FeHO2,156,5.0,True
5028,Nb2Zn2CuO8,2,2.002,True
5155,MnTlO3,162,4.459,True
4166,CeBiS2O,129,1.79,True
5553,La(BiO2)2,164,1.001,True
2338,NCl5,51,0.541,True
5322,Nb2Zn2CoO8,13,6.001,True
4162,LiVF4,14,8.007,True
5588,Cu3OF5,2,0.59,True
4338,V3OF11,1,1.999,True
3504,TiClO,59,2.004,True
1687,MnTe,129,8.634,True
3037,CeI3,59,2.001,True
4926,ZnS,156,1.49,True
1331,Tc2Br5,13,3.135,True
3234,ThCo5,191,4.597,True
4170,MgFe4O9,13,32.002,True
2074,AgO2,164,2.003,True
5481,MnSbO4,10,4.0,True
1360,OsBr4,14,3.846,True
4175,Li2VO2F,51,4.0,True
510,GeI4,123,0.723,True
4767,Mo3O8,10,1.999,True
5747,CrAg(PS3)2,13,6.007,True
994,CePb5,47,0.929,True
4864,Mn2FeO6,12,10.0,True
5849,I(NO3)2,147,1.0,True
4460,Li2Cu2F5,11,2.002,True
5427,Li2Cu3F8,2,3.0,True
4105,MnCoO4,10,5.754,True
2826,CrCl5,10,1.999,True
3503,LiV2O5,59,1.999,True
2231,Ba2P,115,0.557,True
3970,UTeO,129,4.002,True
2258,CuCl2,115,0.697,True
3148,CdO2,164,2.0,True
5564,LiCoSiO4,11,8.01,True
4726,LiCo5O5F,156,15.366,True
4683,MgMo2O5,59,6.683,True
5461,CrPO5,85,1.999,True
4471,CrHO2,14,11.998,True
4912,AgHO2,8,1.236,True
4333,Al2Os,123,0.502,True
419,ReCl2,164,1.003,True
2779,VTe2,191,3.325,True
4014,Mg2Mo3O8,10,5.999,True
3320,Mg2Ti,51,1.07,True
6220,EuSe,123,21.009,True
4554,Gd2CF2,164,14.0,True
1093,FeF3,162,9.999,True
2628,NbCl4,1,2.001,True
3846,AgSb2F12,2,1.0,True
5889,CaMoAsO5,1,6.001,True
3075,NiHO2,8,1.0,True
366,Si3Cl8,1,2.006,True
5641,Li5Zn4(BO3)4,1,1.0,True
3030,FeHO2,31,10.005,True
3931,Mn(HO)2,156,4.999,True
3203,VS2,187,0.994,True
5131,CuCO3,14,3.996,True
5152,CoF4,127,6.002,True
724,PtBr2,164,1.999,True
1862,NbF4,14,4.001,True
1477,NbSe2,2,0.999,True
5243,BaTl(MoO3)2,6,4.134,True
3876,FeHO2,31,10.01,True
3595,MnBr2,164,4.999,True
181,ReBr2,164,0.999,True
2130,InSe,156,1.0,True
5287,GdOF,129,14.002,True
1845,ZrBr3,162,2.0,True
2739,CrF5,10,1.86,True
4619,UTeN,129,2.0,True
3211,KPO4,11,4.032,True
4356,Mn3CrO8,164,10.999,True
5875,Li3Sn(PO3)6,1,1.002,True
6216,Ba2Ce,12,1.357,True
5769,CuMoF6,2,1.852,True
5083,Cr(WO4)2,2,1.999,True
2056,VTe2,47,1.815,True
1796,Tc2F5,13,14.009,True
2538,N2O3,1,0.83,True
2908,HgSe,156,1.22,True
5460,Ba(NiO2)4,162,10.005,True
936,Ba2Bi,164,0.65,True
5415,VF4,14,4.003,True
2106,ZnSe,156,1.357,True
745,UF3,59,5.998,True
1912,Tc2I5,13,2.298,True
2423,BiCl5,51,4.005,True
1336,InN5,26,1.805,True
2646,VI5,51,1.394,True
2816,TaCo3,191,16.85,True
4676,VOF,59,4.005,True
140,Ca5Y,1,1.122,True
2752,Nb2O3,5,3.995,True
5094,YbClO,164,2.002,True
5401,YVF5,47,2.999,True
923,Al2Te3,189,2.003,True
3526,Mn2Te3O8,5,10.026,True
361,WI3,162,6.006,True
5037,Mn3SnO8,156,6.992,True
3041,U2S,13,3.2,True
4226,V2ZnS5,59,2.126,True
4562,LiVOF3,14,4.0,True
4117,VF4,14,4.002,True
3140,Al2FeS4,156,3.193,True
6307,MnSb2,8,7.227,True
1827,HfBr3,162,1.987,True
4799,MnCSO7,11,6.001,True
716,OsCl4,14,3.999,True
1326,TcI4,14,2.011,True
4142,ZnCu(SiO3)2,13,1.999,True
3067,CoO2,12,3.001,True
4551,LiFe2C2O7,1,8.997,True
3563,FeCl2,164,3.999,True
274,PtI2,164,1.161,True
5612,Li3V2(O2F)2,6,8.998,True
5138,Li2Mn3F8,164,14.996,True
674,USe5,4,4.025,True
803,WCl3,162,6.001,True
4491,MoF4,7,4.005,True
3093,Ni(ClO3)2,12,3.261,True
2495,Be2As,115,0.674,True
4070,Mn5O9F,1,16.001,True
2804,Ru3S4,164,0.54,True
3378,Sr2Co(BrO)2,123,2.341,True
805,Y2Br5,11,2.0,True
1264,VI4,123,0.996,True
1577,NbBr4,123,0.507,True
2407,W3O8,12,1.997,True
2593,BiO2,191,1.007,True
1670,Re2F7,13,10.005,True
4212,Eu(ReO4)2,147,7.001,True
5410,LiCuPO4,51,2.024,True
4393,Fe3Se4,12,5.639,True
4815,Fe(Si2O3)2,1,4.994,True
1792,CrS3,14,24.008,True
3112,Mg5Ti,8,2.398,True
3983,Ba2LiN,115,2.732,True
5295,MgV2S5,59,3.999,True
5696,Sn2P3O10,11,0.973,True
5465,WF5,51,1.994,True
2033,SbCl4,1,2.01,True
4857,Ba(FeO2)4,162,18.001,True
2455,OsSe2,164,2.003,True
5545,Ba(BiO2)4,162,0.713,True
3095,VTe2,12,2.575,True
1734,NbI4,123,0.503,True
1,Ba2Sb,164,0.749,True
4517,TlW2(Cl3O)2,10,2.995,True
4941,YbH2ClO2,11,2.001,True
1613,TaF4,123,0.525,True
5648,V2Re2O11,1,4.04,True
5464,Mg2SiO4,123,2.146,True
5708,LiNiPO4,4,7.981,True
3677,NbO2,187,0.584,True
5430,Sr2GaSb2O7,4,2.016,True
4350,Zn2CrN2,12,0.521,True
1481,Mn2I5,13,17.99,True
6202,CdBi,156,0.957,True
750,WF2,12,4.0,True
3953,BaTl(SnO3)2,59,1.4,True
5678,Sb(PO3)4,4,2.003,True
3815,SbO2,191,0.785,True
946,In2Te3,150,1.784,True
5661,CuB2(PbO3)2,14,2.001,True
14,MoF2,12,4.002,True
3107,Tl2CuF4,123,1.0,True
5302,Nb2Zn2CrO8,7,8.006,True
4113,TlFeSe2,12,2.0,True
4342,Fe2C2O7,5,10.006,True
4023,Fe(HO)2,164,4.071,True
3646,GdBr3,162,14.01,True
4479,Li2V3(CO3)6,2,5.007,True
963,PdI2,164,1.862,True
5762,Li2FeP2O7,113,8.0,True
1894,CrTe2,11,4.686,True
5384,CaSnS3,25,2.02,True
3901,FeO2,164,4.0,True
1942,Tc2I7,13,9.99,True
5118,VBrO,59,4.005,True
1799,VBr4,14,4.016,True
3943,Mn3SbO8,12,9.999,True
4684,YCl,164,1.57,True
1039,TcI3,12,4.007,True
4112,CrSiTe3,162,6.001,True
2356,CrP2,2,1.118,True
4568,Fe(CO3)2,147,4.003,True
5482,Re(AgCl3)2,147,2.999,True
3494,Mn2NiO6,162,5.999,True
5446,MgV2O5,59,4.002,True
2617,CrPb3,191,3.963,True
4743,NbOF2,47,1.004,True
371,CBr4,123,1.822,True
1083,ReI4,14,1.632,True
2026,CeTe,129,1.94,True
5457,BaClO3,129,2.761,True
4566,LiFeO2,156,5.0,True
1316,NbCl4,14,3.999,True
6,TcTe2,164,1.106,True
4964,Nb2ReO8,13,2.002,True
2064,CCl4,1,2.002,True
5900,ZnWF5,13,4.025,True
1524,Ba5Ir,26,0.852,True
3611,VCl2,164,3.002,True
1918,NbI4,14,3.999,True
5542,Rb3Nb2Br9,187,2.007,True
4079,Sr2CoSO3,129,5.995,True
1895,MoI4,2,4.0,True
2561,B2S3,1,0.545,True
3316,NiPSe3,162,1.951,True
1905,FeF2,164,4.001,True
2498,ReO2,59,2.074,True
3280,CeMg,59,0.559,True
2346,CrAs2,2,2.299,True
3837,Re(TeCl6)2,2,3.0,True
5204,LiNiPO4,3,2.0,True
5378,Li(FeO2)3,157,12.998,True
4846,NbFeTe2,53,7.209,True
4206,Li2VF6,164,1.001,True
5918,Cu3OF5,2,2.446,True
4966,Mn3Co2Te3O16,1,16.997,True
1418,MnCl3,162,7.999,True
4234,W2O5,59,4.022,True
1281,TcCl4,14,5.605,True
1603,MnI4,14,6.118,True
734,PtF2,164,2.002,True
4898,MoO2,191,0.886,True
621,GdI3,12,14.007,True
1325,EuSi2,164,7.508,True
4718,MoF5,47,1.002,True
3612,CrI2,12,4.002,True
4154,Li2Cr3(CO3)6,2,8.008,True
1931,Pb3Cl8,1,2.0,True
2481,Ba2Sb,115,0.722,True
2911,HgTe,156,1.006,True
5014,LiFe2O2F3,8,20.005,True
5774,CeP3H8O7,2,2.002,True
391,MoCl4,2,3.998,True
5261,MnP2O7,2,8.172,True
3033,CaFeSO,156,3.999,True
3470,UNCl,129,4.002,True
2768,RhC3,187,1.604,True
2081,TlS,156,1.019,True
4942,MnSbS2Cl,26,10.017,True
2819,TaRh3,191,5.245,True
5557,AlCrF5,47,4.536,True
4331,CrF2,14,8.004,True
6260,HgAs,187,0.85,True
5181,SrBi5O9,6,1.003,True
4261,CoO2,164,3.0,True
4561,MgCr4O9,85,16.0,True
4844,FeBiSbS4,26,1.456,True
1378,N2O3,4,1.958,True
4429,MgNiP2O7,2,3.995,True
2556,TlSe,156,1.019,True
5304,Sn2P3O10,5,1.016,True
5651,Cu(IO3)2,4,2.0,True
5259,CuH4(IO4)2,14,2.005,True
161,MnSe2,11,3.999,True
2049,Ge3W,191,1.708,True
5151,Li4Fe(PO4)2,2,4.0,True
2969,Mg2Sb,59,1.634,True
3400,TiCuF6,2,1.0,True
2511,Ge2O5,30,4.001,True
930,TcCl2,164,1.004,True
5574,Mg2Co3O8,10,10.097,True
5044,Li2CoP2O7,113,5.999,True
3425,UTeP,123,3.641,True
2436,CrGe3,191,3.884,True
1896,VTe3,2,3.192,True
5477,Na2SnO6,147,6.032,True
1133,YF2,187,1.007,True
5652,VH2SeO5,2,1.999,True
5529,Cu2IO3,11,1.795,True
5827,MnNiO3,147,9.999,True
5568,UTe3,129,4.743,True
5442,V2P4S13,2,8.0,True
2526,TlAs,127,1.706,True
3990,Ga2Fe2S5,164,7.499,True
5079,LiV2O4,11,6.003,True
5851,Li2V3F8,164,8.996,True
4374,MnPSe3,162,10.002,True
5419,Mn3OF6,2,25.999,True
5085,Cu4Bi7S12,10,0.606,True
4779,GdBrO,129,14.001,True
5534,La2I5,11,2.002,True
2730,CrBr5,10,2.388,True
2989,VTe2,164,1.007,True
5716,MgW4O9,85,16.011,True
2205,Be2Bi,115,0.971,True
296,Tb5I8,10,1.664,True
3891,PuI3,59,10.014,True
4128,Li4VF8,3,1.0,True
6091,HgBi,156,0.858,True
2766,CrI5,13,6.64,True
3553,Ce2O3,150,1.525,True
4933,MnSbSe2Br,10,19.844,True
290,CrCl4,10,3.907,True
5398,ZnGe2WO6,14,8.023,True
3385,YbCl3,12,2.006,True
4265,FeOF,47,9.999,True
5451,BaTlV2O6,1,5.185,True
2909,GaN5,7,11.995,True
1976,Tc2Cl7,4,16.015,True
629,CI4,123,1.832,True
1917,WI4,1,4.009,True
2324,FeSe2,164,1.678,True
4644,LiV2OF7,8,2.0,True
1057,MoBr4,2,4.001,True
4852,NiTeO4,10,2.001,True
4062,RuF4,14,3.999,True
5480,VSO5,85,1.999,True
4199,Li2VF6,31,1.999,True
1635,CrCl2,14,8.002,True
1773,Sc2I5,11,2.022,True
2667,AuF2,115,1.002,True
4046,Cr3Sb5O16,8,8.946,True
781,OsBr3,162,1.998,True
1410,IrF4,127,5.999,True
2950,Sr2P,59,0.779,True
3847,CrBrO,59,6.006,True
5581,GdGa2Co,123,15.432,True
1245,ScI,164,1.516,True
2956,BSe,187,1.415,True
4247,MnBiSe2I,10,10.005,True
4998,Er(ReO4)2,147,0.868,True
3219,Ag2IO6,162,2.998,True
3971,Ba2Ti3O7,25,0.596,True
5914,CrO2,8,23.991,True
4587,CuH2(CO2)2,14,1.998,True
3305,Ga2Fe2S5,164,7.436,True
1487,CoF2,164,3.0,True
2842,MoBr5,25,1.985,True
728,SnAs3,164,0.843,True
5340,FeSb(PO4)2,11,10.007,True
4362,BaCr4O8,162,10.0,True
4489,TaSe2,147,0.999,True
4755,LiVSiO4,11,4.01,True
4556,WO2,191,1.084,True
5362,V(TeO3)4,1,0.999,True
5896,CuSeO3,2,3.907,True
5182,Ba2Fe3O8,123,13.869,True
1182,ReBr3,162,4.002,True
2673,V2Br5,8,5.003,True
1302,NbBr4,14,4.004,True
1011,AgBr2,14,1.858,True
975,Sr5Tm,1,1.005,True
5176,TiZn(BiO3)2,99,0.737,True
4928,Li2NiO2,164,2.0,True
3908,CrPO4,12,6.007,True
4260,Li4Ni(PO3)6,1,2.014,True
3578,Pr2Br5,11,2.002,True
4754,Mo(WO4)2,2,2.001,True
1946,MnTe2,164,2.758,True
1120,NpBr3,187,4.002,True
3249,SrTa2O7,123,2.0,True
6102,UGe2,12,3.1,True
3302,V2H2O5,12,2.0,True
2553,WC3,187,1.803,True
4997,Tl2Cu3(SeO3)6,2,1.001,True
2362,Nb2I5,1,1.017,True
2866,CrBr5,13,6.001,True
4359,Ba2Cr3O8,123,6.005,True
5045,Ba2TlBi2O7,123,0.638,True
4700,LiWCl6,143,3.999,True
993,EuN2,38,6.425,True
4936,Nd2BC,12,1.481,True
4650,V4ZnO10,25,2.001,True
600,ReTe2,164,0.966,True
2722,WBr5,47,0.903,True
6224,Ca2Ce,51,4.037,True
567,Pr2Cl5,11,1.998,True
4816,V3O7,31,1.999,True
2759,CuF2,115,1.0,True
2774,IrC3,187,1.597,True
710,Re3Cl8,1,0.998,True
687,Er6Br7,2,0.755,True
817,NpCl3,59,8.013,True
1782,VSe2,2,2.389,True
4508,CrBr2,12,4.001,True
4727,LiFeF4,111,5.005,True
1087,AgCl2,14,2.003,True
3750,Eu(CdP)2,164,7.002,True
4230,Pr(ReO4)2,147,0.678,True
5013,Ba2V3O8,123,1.305,True
2770,Mo3O8,164,2.0,True
3881,Sr2MnClO3,129,8.008,True
1095,TcBr4,14,5.597,True
631,Er6F7,2,0.506,True
4674,Cr4O9,85,12.0,True
900,MnI3,164,24.0,True
